video,label,id,t_start,t_end,frames
4CM11_24_L_#63,G05,8,2539,2593,55
4CM11_24_L_#63,D0X,1,2594,2630,37
4CM11_24_L_#63,B0A,2,2631,2798,168
4CM11_24_L_#63,D0X,1,2799,3088,290
4CM11_24_L_#63,G03,6,3089,3148,60
4CM11_24_L_#63,D0X,1,3149,3177,29
4CM11_24_L_#63,B0A,2,3178,3364,187
4CM11_24_L_#63,D0X,1,3365,3611,247
4CM11_24_L_#63,G04,7,3612,3665,54
4CM11_24_L_#63,D0X,1,3666,3693,28
4CM11_24_L_#63,B0A,2,3694,3879,186
4CM11_24_L_#63,D0X,1,3880,3901,22
4CM11_24_L_#63,G11,14,3902,3970,69
4CM11_24_L_#63,D0X,1,3971,4000,30
4CM11_24_L_#64,D0X,1,1,68,68
4CM11_24_L_#64,G11,14,69,124,56
4CM11_24_L_#64,D0X,1,125,161,37
4CM11_24_L_#64,B0B,3,162,362,201
4CM11_24_L_#64,D0X,1,363,376,14
4CM11_24_L_#64,G02,5,377,434,58
4CM11_24_L_#64,D0X,1,435,471,37
4CM11_24_L_#64,B0B,3,472,655,184
4CM11_24_L_#64,D0X,1,656,676,21
4CM11_24_L_#64,G01,4,677,735,59
4CM11_24_L_#64,D0X,1,736,758,23
4CM11_24_L_#64,B0A,2,759,949,191
4CM11_24_L_#64,D0X,1,950,969,20
4CM11_24_L_#64,G05,8,970,1035,66
4CM11_24_L_#64,D0X,1,1036,1050,15
4CM11_24_L_#64,B0B,3,1051,1263,213
4CM11_24_L_#64,D0X,1,1264,1287,24
4CM11_24_L_#64,G07,10,1288,1329,42
4CM11_24_L_#64,D0X,1,1330,1357,28
4CM11_24_L_#64,B0B,3,1358,1580,223
4CM11_24_L_#64,D0X,1,1581,1813,233
4CM11_24_L_#64,G10,13,1814,1875,62
4CM11_24_L_#64,D0X,1,1876,1893,18
4CM11_24_L_#64,B0A,2,1894,2081,188
4CM11_24_L_#64,D0X,1,2082,2360,279
4CM11_24_L_#64,G08,11,2361,2429,69
4CM11_24_L_#64,D0X,1,2430,2457,28
4CM11_24_L_#64,B0A,2,2458,2636,179
4CM11_24_L_#64,D0X,1,2637,2890,254
4CM11_24_L_#64,G03,6,2891,2948,58
4CM11_24_L_#64,D0X,1,2949,2979,31
4CM11_24_L_#64,B0A,2,2980,3189,210
4CM11_24_L_#64,D0X,1,3190,3214,25
4CM11_24_L_#64,G06,9,3215,3272,58
4CM11_24_L_#64,D0X,1,3273,3291,19
4CM11_24_L_#64,B0B,3,3292,3507,216
4CM11_24_L_#64,D0X,1,3508,3519,12
4CM11_24_L_#64,G09,12,3520,3603,84
4CM11_24_L_#64,D0X,1,3604,3623,20
4CM11_24_L_#64,B0A,2,3624,3818,195
4CM11_24_L_#64,D0X,1,3819,3830,12
4CM11_24_L_#64,G04,7,3831,3881,51
4CM11_24_L_#64,D0X,1,3882,3920,39
